Date,1 edit,2-5 edits,6-50 edits,51-100 edits,101-500 edits,501-1000 edits,>1000 edits
2004-03,1121.0,4966.0,32077.0,22795.0,101273.0,74074.0,124099.0
2004-04,1256.0,5182.0,31889.0,24693.0,106483.0,65436.0,99391.0
2004-05,1404.0,5693.0,35541.0,26111.0,105869.0,79487.0,90238.0
2004-06,2198.0,6123.0,36816.0,27138.0,116529.0,62008.0,180685.0
2004-07,1690.0,7155.0,45067.0,29275.0,128509.0,85078.0,202607.0
2004-08,1923.0,7970.0,46759.0,32224.0,144018.0,95392.0,205384.0
2004-09,2431.0,9014.0,53215.0,35511.0,168130.0,102234.0,153153.0
2004-10,2681.0,11032.0,59586.0,40982.0,175428.0,96659.0,166384.0
2004-11,3281.0,12592.0,67662.0,45223.0,205909.0,127442.0,188548.0
2004-12,3387.0,13748.0,77573.0,49720.0,206022.0,129687.0,199329.0
2005-01,3682.0,14403.0,76664.0,44774.0,208092.0,109200.0,143693.0
2005-02,3970.0,14825.0,73956.0,50003.0,194805.0,117523.0,143604.0
2005-03,4673.0,17850.0,93406.0,56887.0,236855.0,149551.0,217361.0
2005-04,5443.0,20553.0,109639.0,71158.0,293363.0,182960.0,264376.0
2005-05,5769.0,23170.0,119865.0,73162.0,306362.0,192018.0,261895.0
2005-06,6124.0,24943.0,129733.0,81199.0,340596.0,215445.0,296537.0
2005-07,8025.0,30520.0,161363.0,93030.0,398704.0,270702.0,366479.0
2005-08,9050.0,34613.0,178013.0,108557.0,436196.0,268114.0,399874.0
2005-09,9392.0,34551.0,167118.0,95707.0,389438.0,264832.0,384754.0
2005-10,11294.0,40259.0,191768.0,108806.0,434785.0,288358.0,452185.0
2005-11,12577.0,43021.0,194598.0,109348.0,451159.0,294670.0,495193.0
2005-12,16744.0,62692.0,292073.0,160221.0,647360.0,417442.0,714321.0
2006-01,19454.0,70719.0,330809.0,180829.0,737018.0,481798.0,835380.0
2006-02,23114.0,79931.0,347453.0,184550.0,738775.0,465718.0,702867.0
2006-03,28435.0,97595.0,395854.0,212295.0,816422.0,489718.0,900928.0
2006-04,29383.0,101042.0,411003.0,217488.0,812511.0,501116.0,802878.0
2006-05,33123.0,112993.0,456418.0,235181.0,902560.0,551443.0,950073.0
2006-06,33258.0,114307.0,471531.0,249764.0,954388.0,586682.0,922921.0
2006-07,35957.0,122245.0,503472.0,259369.0,1023246.0,593752.0,992358.0
2006-08,41509.0,140541.0,554751.0,283622.0,1076491.0,647657.0,1056716.0
2006-09,43256.0,143162.0,530396.0,264627.0,1000689.0,545782.0,969039.0
2006-10,47133.0,155199.0,553711.0,268391.0,1021330.0,574954.0,1115404.0
2006-11,52187.0,170191.0,586804.0,279070.0,1027218.0,606551.0,1111048.0
2006-12,52301.0,171143.0,596269.0,289298.0,1107676.0,580570.0,1081457.0
2007-01,57771.0,190376.0,640476.0,302248.0,1139346.0,688380.0,1276522.0
2007-02,60418.0,195301.0,642431.0,286370.0,1118131.0,687208.0,1082309.0
2007-03,64757.0,210337.0,675693.0,309423.0,1168314.0,732568.0,1359277.0
2007-04,63077.0,204665.0,666612.0,307069.0,1154268.0,726162.0,1263877.0
2007-05,61050.0,197085.0,651428.0,303766.0,1150918.0,704853.0,1377143.0
2007-06,52763.0,170420.0,581214.0,279452.0,1082659.0,685855.0,1217802.0
2007-07,53790.0,171300.0,598369.0,298574.0,1091956.0,666316.0,1200124.0
2007-08,54886.0,171470.0,578570.0,276408.0,1037200.0,669889.0,1168191.0
2007-09,57657.0,176699.0,554773.0,260083.0,1012815.0,664927.0,1047473.0
2007-10,61089.0,187745.0,577877.0,263169.0,1024027.0,602743.0,1210991.0
2007-11,57715.0,175578.0,542278.0,253144.0,976549.0,614689.0,1140944.0
2007-12,52021.0,159802.0,517123.0,241621.0,951082.0,596406.0,1122429.0
2008-01,58378.0,179829.0,558510.0,253323.0,996953.0,656218.0,1500310.0
2008-02,59053.0,180295.0,556285.0,251344.0,965838.0,644875.0,1367652.0
2008-03,61565.0,189486.0,581084.0,260302.0,1034729.0,670463.0,1491653.0
2008-04,61052.0,184990.0,570582.0,258084.0,1009357.0,652299.0,1419425.0
2008-05,58962.0,182553.0,559115.0,264479.0,979756.0,644708.0,1369022.0
2008-06,52302.0,159733.0,529446.0,251200.0,960966.0,605250.0,1254329.0
2008-07,51095.0,157839.0,529827.0,255428.0,985569.0,629331.0,1285185.0
2008-08,51920.0,156364.0,525437.0,253252.0,975763.0,603752.0,1309741.0
2008-09,54770.0,161164.0,501223.0,235153.0,898748.0,606030.0,1381369.0
2008-10,58207.0,172956.0,518224.0,238603.0,893943.0,579405.0,1501565.0
2008-11,55610.0,164889.0,492897.0,231636.0,871436.0,577464.0,1216230.0
2008-12,53138.0,158045.0,491099.0,238260.0,893199.0,567277.0,1228767.0
2009-01,58193.0,171541.0,526991.0,237699.0,954172.0,621737.0,1314800.0
2009-02,56684.0,165975.0,507548.0,228168.0,888642.0,587088.0,1132897.0
2009-03,59042.0,174707.0,535473.0,245869.0,924152.0,605754.0,1548666.0
2009-04,56517.0,162606.0,514146.0,238530.0,893197.0,572546.0,1267063.0
2009-05,57527.0,167753.0,510755.0,241602.0,904577.0,627092.0,1302946.0
2009-06,54005.0,160452.0,509667.0,238264.0,897324.0,573961.0,1114909.0
2009-07,52996.0,155312.0,505846.0,239562.0,895631.0,541953.0,1132622.0
2009-08,54047.0,153618.0,493565.0,239033.0,910128.0,553270.0,1255256.0
2009-09,54752.0,155811.0,474521.0,214692.0,894350.0,526336.0,1238502.0
2009-10,58019.0,163906.0,490448.0,225400.0,860865.0,563793.0,1185461.0
2009-11,57337.0,163074.0,486638.0,226872.0,848059.0,533405.0,1240269.0
2009-12,54392.0,154041.0,465779.0,216335.0,857882.0,498024.0,1376825.0
2010-01,58731.0,164338.0,493110.0,230403.0,886551.0,576194.0,1192307.0
2010-02,56989.0,161531.0,473067.0,211738.0,853176.0,530382.0,1085067.0
2010-03,59817.0,168661.0,498271.0,226219.0,878475.0,544528.0,1284694.0
2010-04,56204.0,160551.0,477114.0,216189.0,851142.0,528067.0,1200062.0
2010-05,56660.0,159009.0,491326.0,223306.0,826578.0,522228.0,1234793.0
2010-06,50953.0,144393.0,450357.0,206160.0,819712.0,506227.0,1068937.0
2010-07,49332.0,140351.0,446116.0,213632.0,804340.0,511165.0,1146191.0
2010-08,49486.0,142333.0,453786.0,216894.0,833367.0,529528.0,1247328.0
2010-09,49261.0,139419.0,432955.0,207426.0,800672.0,511455.0,1295544.0
2010-10,51039.0,145068.0,439949.0,197213.0,798890.0,534213.0,1297599.0
2010-11,50114.0,141150.0,431797.0,202472.0,785200.0,457303.0,1189323.0
2010-12,47660.0,135520.0,426035.0,200498.0,771304.0,447577.0,1152363.0
2011-01,53148.0,150888.0,466877.0,215966.0,804074.0,524743.0,1355697.0
2011-02,54807.0,152275.0,461476.0,207314.0,758170.0,495450.0,1049993.0
2011-03,59765.0,165806.0,480954.0,218901.0,794613.0,492028.0,1075035.0
2011-04,55638.0,154837.0,464954.0,211880.0,784470.0,476602.0,932887.0
2011-05,55575.0,152828.0,459602.0,209099.0,779644.0,468441.0,1027337.0
2011-06,55278.0,148776.0,448083.0,209291.0,752818.0,473152.0,1018648.0
2011-07,55456.0,148308.0,447742.0,211031.0,776301.0,482185.0,1085757.0
2011-08,57401.0,151016.0,454286.0,208749.0,767141.0,477772.0,1158092.0
2011-09,57414.0,150903.0,447741.0,202344.0,745141.0,485531.0,999837.0
2011-10,56835.0,151396.0,456964.0,203931.0,768425.0,458752.0,1041539.0
2011-11,55399.0,147132.0,440735.0,200145.0,745408.0,451029.0,1065376.0
2011-12,52259.0,140097.0,437349.0,198996.0,769446.0,491826.0,1130886.0
2012-01,56715.0,153668.0,445333.0,202833.0,775912.0,485731.0,1223847.0
