Date,0 namespace,1 namespace,2 namespace,3 namespace,4 namespace,5 namespace,other namespace
2004-03,257543.0,26609.0,11071.0,14198.0,28908.0,4366.0,2924.0
2004-04,240305.0,23952.0,11110.0,13382.0,25608.0,3321.0,3759.0
2004-05,250330.0,23694.0,11067.0,13359.0,24947.0,3015.0,4784.0
2004-06,324209.0,20409.0,12352.0,13256.0,26445.0,2916.0,13874.0
2004-07,371436.0,28223.0,12675.0,17151.0,30805.0,4314.0,9677.0
2004-08,387879.0,32454.0,15414.0,19469.0,34919.0,4723.0,14985.0
2004-09,364749.0,37196.0,15858.0,22502.0,40230.0,4722.0,15270.0
2004-10,383332.0,41216.0,15301.0,22830.0,43785.0,4621.0,16789.0
2004-11,442186.0,47813.0,18975.0,30007.0,54269.0,6998.0,17558.0
2004-12,456784.0,50934.0,20489.0,34376.0,57745.0,5975.0,19094.0
2005-01,405144.0,44305.0,17115.0,26270.0,55703.0,5378.0,15088.0
2005-02,402845.0,43571.0,18714.0,25939.0,59375.0,6159.0,16011.0
2005-03,521584.0,55336.0,22516.0,38117.0,72487.0,8667.0,21182.0
2005-04,644433.0,73216.0,29479.0,46068.0,76621.0,7863.0,25344.0
2005-05,666131.0,74133.0,31817.0,45054.0,83890.0,9726.0,24115.0
2005-06,732320.0,83726.0,34842.0,55536.0,95263.0,9474.0,27194.0
2005-07,860650.0,104804.0,44194.0,71574.0,118489.0,12584.0,35767.0
2005-08,916199.0,114470.0,51004.0,85404.0,123660.0,17274.0,37118.0
2005-09,864451.0,99070.0,42610.0,77556.0,127633.0,13292.0,34995.0
2005-10,985676.0,112250.0,52024.0,100315.0,128200.0,15827.0,46589.0
2005-11,1042499.0,117871.0,54890.0,102528.0,123963.0,16938.0,43220.0
2005-12,1481235.0,173839.0,91546.0,172594.0,175164.0,22915.0,69595.0
2006-01,1664191.0,209287.0,116701.0,196365.0,208645.0,31624.0,75304.0
2006-02,1598193.0,213467.0,114883.0,210494.0,174288.0,26366.0,68567.0
2006-03,1882222.0,238839.0,123234.0,244989.0,184143.0,30113.0,81381.0
2006-04,1828591.0,235421.0,116618.0,251601.0,176572.0,27354.0,81955.0
2006-05,2047402.0,270867.0,139880.0,278740.0,201688.0,29226.0,93783.0
2006-06,2080107.0,295435.0,155127.0,264110.0,220339.0,34545.0,101451.0
2006-07,2218390.0,316581.0,158269.0,259465.0,229644.0,37447.0,110922.0
2006-08,2379593.0,358426.0,184878.0,279274.0,235480.0,44923.0,109375.0
2006-09,2236663.0,310490.0,146636.0,267230.0,209005.0,38217.0,101471.0
2006-10,2349543.0,338697.0,175904.0,315089.0,214648.0,40784.0,107013.0
2006-11,2415265.0,327520.0,155828.0,345885.0,226929.0,39274.0,121796.0
2006-12,2401348.0,352270.0,159169.0,349227.0,241706.0,47250.0,120055.0
2007-01,2640269.0,411810.0,176914.0,400301.0,255316.0,49826.0,132354.0
2007-02,2500588.0,403177.0,165367.0,385974.0,239983.0,44329.0,123001.0
2007-03,2740913.0,474279.0,186827.0,431424.0,261179.0,51470.0,143116.0
2007-04,2691631.0,419438.0,183709.0,420080.0,244616.0,55760.0,143230.0
2007-05,2715420.0,414572.0,183369.0,454444.0,250771.0,51571.0,149233.0
2007-06,2420368.0,438793.0,160138.0,410111.0,227933.0,46980.0,157318.0
2007-07,2485922.0,395703.0,154155.0,374051.0,235830.0,46995.0,158581.0
2007-08,2395451.0,405305.0,158929.0,345904.0,232254.0,47185.0,150159.0
2007-09,2311882.0,338054.0,144519.0,377182.0,211352.0,47240.0,142598.0
2007-10,2532361.0,369855.0,151144.0,399910.0,228221.0,44327.0,170778.0
2007-11,2435369.0,367072.0,144879.0,387955.0,221814.0,44268.0,148968.0
2007-12,2346348.0,350036.0,145064.0,357646.0,223386.0,42297.0,165858.0
2008-01,2625214.0,420856.0,163767.0,490097.0,247122.0,49685.0,195379.0
2008-02,2521783.0,384159.0,168197.0,497487.0,222966.0,41301.0,177852.0
2008-03,2741619.0,403721.0,181041.0,490295.0,239357.0,48044.0,171746.0
2008-04,2512536.0,394255.0,169043.0,471667.0,222577.0,50105.0,169173.0
2008-05,2445053.0,372104.0,162016.0,448488.0,217196.0,45973.0,152256.0
2008-06,2295048.0,379664.0,157136.0,379635.0,199197.0,43109.0,147877.0
2008-07,2367405.0,360119.0,165138.0,379634.0,203885.0,46498.0,154915.0
2008-08,2374424.0,382894.0,153106.0,351317.0,197124.0,42675.0,155910.0
2008-09,2311345.0,394620.0,142857.0,406635.0,191975.0,42660.0,136576.0
2008-10,2455001.0,305649.0,153536.0,460212.0,195324.0,39843.0,138597.0
2008-11,2229053.0,273044.0,158146.0,416275.0,179602.0,35564.0,127170.0
2008-12,2247440.0,292434.0,151737.0,394662.0,186845.0,39416.0,125884.0
2009-01,2405607.0,304131.0,165038.0,397221.0,196533.0,51831.0,147405.0
2009-02,2205360.0,297519.0,148088.0,368468.0,175563.0,41198.0,129059.0
2009-03,2413998.0,507929.0,162394.0,405163.0,197026.0,46158.0,136760.0
2009-04,2287690.0,319389.0,152906.0,359056.0,186715.0,44602.0,147250.0
2009-05,2378838.0,345113.0,154000.0,352485.0,187315.0,44231.0,135465.0
2009-06,2234681.0,274439.0,144938.0,314627.0,189285.0,41742.0,142053.0
2009-07,2251619.0,266173.0,143093.0,303391.0,178947.0,40942.0,139038.0
2009-08,2347194.0,271737.0,148760.0,309372.0,183205.0,44985.0,142402.0
2009-09,2266505.0,268707.0,140921.0,321019.0,173873.0,40571.0,147496.0
2009-10,2227380.0,252029.0,148177.0,361246.0,169219.0,39749.0,149950.0
2009-11,2297234.0,231495.0,147098.0,343384.0,170141.0,36169.0,129295.0
2009-12,2381247.0,238758.0,143186.0,334011.0,165251.0,36169.0,132302.0
2010-01,2264668.0,256564.0,150712.0,348248.0,186208.0,40842.0,145161.0
2010-02,2124688.0,246585.0,139140.0,333229.0,169583.0,34478.0,131599.0
2010-03,2311286.0,262666.0,153873.0,362267.0,178381.0,40948.0,146995.0
2010-04,2206925.0,250601.0,144424.0,322000.0,167261.0,36799.0,154339.0
2010-05,2240382.0,244095.0,145384.0,332130.0,164207.0,34178.0,155324.0
2010-06,2046747.0,231057.0,138348.0,298827.0,158290.0,35327.0,144979.0
2010-07,2087072.0,260487.0,139484.0,281797.0,157861.0,35251.0,152064.0
2010-08,2190149.0,267243.0,138886.0,287521.0,166527.0,40878.0,177376.0
2010-09,2152030.0,250900.0,138895.0,315151.0,162554.0,40854.0,175581.0
2010-10,2139887.0,284949.0,138709.0,319534.0,152823.0,35636.0,203549.0
2010-11,2042635.0,253327.0,135010.0,290730.0,146918.0,37445.0,162762.0
2010-12,1948666.0,255510.0,143176.0,265118.0,155126.0,31094.0,204445.0
2011-01,2195951.0,286403.0,141064.0,292458.0,169863.0,38345.0,243031.0
2011-02,1997225.0,255294.0,134695.0,259523.0,147853.0,36002.0,157775.0
2011-03,2076857.0,241291.0,151672.0,278920.0,158923.0,36986.0,146682.0
2011-04,1957203.0,214326.0,143703.0,262330.0,147214.0,30029.0,134039.0
2011-05,2011168.0,217820.0,145352.0,251989.0,147736.0,31744.0,145309.0
2011-06,1977531.0,223786.0,141271.0,240056.0,139988.0,32142.0,158883.0
2011-07,2019559.0,237404.0,160327.0,235432.0,145424.0,36156.0,176512.0
2011-08,2019396.0,251461.0,164835.0,236402.0,148468.0,36040.0,210168.0
2011-09,1924522.0,228153.0,166036.0,239723.0,141087.0,32295.0,168855.0
2011-10,1943534.0,242778.0,174911.0,259339.0,137630.0,41558.0,144459.0
2011-11,1956461.0,212635.0,176991.0,249218.0,130303.0,46918.0,147252.0
2011-12,1938483.0,288888.0,165469.0,256962.0,138880.0,48166.0,200083.0
2012-01,2075100.0,251016.0,168266.0,262051.0,155501.0,59581.0,175186.0
